"국가별","항목","시점","성별",데이터
"아시아","총사망자","2014","합계",
"아시아","총사망자","2014","남자",
"아시아","총사망자","2014","여자",
"아시아","특정감염성 및 기생충성질환","2014","합계",
"아시아","특정감염성 및 기생충성질환","2014","남자",
"아시아","특정감염성 및 기생충성질환","2014","여자",
"아시아","- 호흡기결핵","2014","합계",
"아시아","- 호흡기결핵","2014","남자",
"아시아","- 호흡기결핵","2014","여자",
"아시아","악성신생물(암)","2014","합계",
"아시아","악성신생물(암)","2014","남자",
"아시아","악성신생물(암)","2014","여자",
"아시아","- 위","2014","합계",
"아시아","- 위","2014","남자",
"아시아","- 위","2014","여자",
"아시아","- 간 및 간내 쓸개관","2014","합계",
"아시아","- 간 및 간내 쓸개관","2014","남자",
"아시아","- 간 및 간내 쓸개관","2014","여자",
"아시아","- 기관·기관지 및 폐","2014","합계",
"아시아","- 기관·기관지 및 폐","2014","남자",
"아시아","- 기관·기관지 및 폐","2014","여자",
"아시아","- 유방","2014","합계",
"아시아","- 유방","2014","남자",
"아시아","- 유방","2014","여자",
"아시아","당뇨병","2014","합계",
"아시아","당뇨병","2014","남자",
"아시아","당뇨병","2014","여자",
"아시아","순환기계통의 질환","2014","합계",
"아시아","순환기계통의 질환","2014","남자",
"아시아","순환기계통의 질환","2014","여자",
"아시아","- 고혈압성질환","2014","합계",
"아시아","- 고혈압성질환","2014","남자",
"아시아","- 고혈압성질환","2014","여자",
"아시아","- 허혈성심질환","2014","합계",
"아시아","- 허혈성심질환","2014","남자",
"아시아","- 허혈성심질환","2014","여자",
"아시아","- 뇌혈관질환","2014","합계",
"아시아","- 뇌혈관질환","2014","남자",
"아시아","- 뇌혈관질환","2014","여자",
"아시아","호흡기계통의 질환","2014","합계",
"아시아","호흡기계통의 질환","2014","남자",
"아시아","호흡기계통의 질환","2014","여자",
"아시아","소화기계통의 질환","2014","합계",
"아시아","소화기계통의 질환","2014","남자",
"아시아","소화기계통의 질환","2014","여자",
"아시아","- 간질환","2014","합계",
"아시아","- 간질환","2014","남자",
"아시아","- 간질환","2014","여자",
"아시아","사망의 외부요인","2014","합계",
"아시아","사망의 외부요인","2014","남자",
"아시아","사망의 외부요인","2014","여자",
"아시아","- 운수사고","2014","합계",
"아시아","- 운수사고","2014","남자",
"아시아","- 운수사고","2014","여자",
"아시아","- 고의적 자해(자살)","2014","합계",
"아시아","- 고의적 자해(자살)","2014","남자",
"아시아","- 고의적 자해(자살)","2014","여자",
"한국","총사망자","2014","합계",358.8
"한국","총사망자","2014","남자",493.5
"한국","총사망자","2014","여자",258.4
"한국","특정감염성 및 기생충성질환","2014","합계",9.0
"한국","특정감염성 및 기생충성질환","2014","남자",12.4
"한국","특정감염성 및 기생충성질환","2014","여자",6.6
"한국","- 호흡기결핵","2014","합계",3.3
"한국","- 호흡기결핵","2014","남자",5.5
"한국","- 호흡기결핵","2014","여자",1.8
"한국","악성신생물(암)","2014","합계",100.7
"한국","악성신생물(암)","2014","남자",150.9
"한국","악성신생물(암)","2014","여자",65.9
"한국","- 위","2014","합계",11.7
"한국","- 위","2014","남자",18.2
"한국","- 위","2014","여자",7.0
"한국","- 간 및 간내 쓸개관","2014","합계",15.2
"한국","- 간 및 간내 쓸개관","2014","남자",25.5
"한국","- 간 및 간내 쓸개관","2014","여자",6.7
"한국","- 기관·기관지 및 폐","2014","합계",22.5
"한국","- 기관·기관지 및 폐","2014","남자",40.6
"한국","- 기관·기관지 및 폐","2014","여자",10.3
"한국","- 유방","2014","여자",5.9
"한국","당뇨병","2014","합계",13.5
"한국","당뇨병","2014","남자",17.1
"한국","당뇨병","2014","여자",10.7
"한국","순환기계통의 질환","2014","합계",75.0
"한국","순환기계통의 질환","2014","남자",93.4
"한국","순환기계통의 질환","2014","여자",60.2
"한국","- 고혈압성질환","2014","합계",6.5
"한국","- 고혈압성질환","2014","남자",5.7
"한국","- 고혈압성질환","2014","여자",6.6
"한국","- 허혈성심질환","2014","합계",18.4
"한국","- 허혈성심질환","2014","남자",24.9
"한국","- 허혈성심질환","2014","여자",13.2
"한국","- 뇌혈관질환","2014","합계",31.6
"한국","- 뇌혈관질환","2014","남자",40.0
"한국","- 뇌혈관질환","2014","여자",25.5
"한국","호흡기계통의 질환","2014","합계",31.1
"한국","호흡기계통의 질환","2014","남자",50.3
"한국","호흡기계통의 질환","2014","여자",20.4
"한국","소화기계통의 질환","2014","합계",15.0
"한국","소화기계통의 질환","2014","남자",22.1
"한국","소화기계통의 질환","2014","여자",8.7
"한국","- 간질환","2014","합계",8.9
"한국","- 간질환","2014","남자",14.4
