"국가별","항목","시점","성별",데이터
"아시아","총사망자","1999","합계",
"아시아","총사망자","1999","남자",
"아시아","총사망자","1999","여자",
"아시아","특정감염성 및 기생충성질환","1999","합계",
"아시아","특정감염성 및 기생충성질환","1999","남자",
"아시아","특정감염성 및 기생충성질환","1999","여자",
"아시아","- 호흡기결핵","1999","합계",
"아시아","- 호흡기결핵","1999","남자",
"아시아","- 호흡기결핵","1999","여자",
"아시아","악성신생물(암)","1999","합계",
"아시아","악성신생물(암)","1999","남자",
"아시아","악성신생물(암)","1999","여자",
"아시아","- 위","1999","합계",
"아시아","- 위","1999","남자",
"아시아","- 위","1999","여자",
"아시아","- 간 및 간내 쓸개관","1999","합계",
"아시아","- 간 및 간내 쓸개관","1999","남자",
"아시아","- 간 및 간내 쓸개관","1999","여자",
"아시아","- 기관·기관지 및 폐","1999","합계",
"아시아","- 기관·기관지 및 폐","1999","남자",
"아시아","- 기관·기관지 및 폐","1999","여자",
"아시아","- 유방","1999","합계",
"아시아","- 유방","1999","남자",
"아시아","- 유방","1999","여자",
"아시아","당뇨병","1999","합계",
"아시아","당뇨병","1999","남자",
"아시아","당뇨병","1999","여자",
"아시아","순환기계통의 질환","1999","합계",
"아시아","순환기계통의 질환","1999","남자",
"아시아","순환기계통의 질환","1999","여자",
"아시아","- 고혈압성질환","1999","합계",
"아시아","- 고혈압성질환","1999","남자",
"아시아","- 고혈압성질환","1999","여자",
"아시아","- 허혈성심질환","1999","합계",
"아시아","- 허혈성심질환","1999","남자",
"아시아","- 허혈성심질환","1999","여자",
"아시아","- 뇌혈관질환","1999","합계",
"아시아","- 뇌혈관질환","1999","남자",
"아시아","- 뇌혈관질환","1999","여자",
"아시아","호흡기계통의 질환","1999","합계",
"아시아","호흡기계통의 질환","1999","남자",
"아시아","호흡기계통의 질환","1999","여자",
"아시아","소화기계통의 질환","1999","합계",
"아시아","소화기계통의 질환","1999","남자",
"아시아","소화기계통의 질환","1999","여자",
"아시아","- 간질환","1999","합계",
"아시아","- 간질환","1999","남자",
"아시아","- 간질환","1999","여자",
"아시아","사망의 외부요인","1999","합계",
"아시아","사망의 외부요인","1999","남자",
"아시아","사망의 외부요인","1999","여자",
"아시아","- 운수사고","1999","합계",
"아시아","- 운수사고","1999","남자",
"아시아","- 운수사고","1999","여자",
"아시아","- 고의적 자해(자살)","1999","합계",
"아시아","- 고의적 자해(자살)","1999","남자",
"아시아","- 고의적 자해(자살)","1999","여자",
"한국","총사망자","1999","합계",633.3
"한국","총사망자","1999","남자",865.0
"한국","총사망자","1999","여자",469.0
"한국","특정감염성 및 기생충성질환","1999","합계",13.5
"한국","특정감염성 및 기생충성질환","1999","남자",22.0
"한국","특정감염성 및 기생충성질환","1999","여자",7.7
"한국","- 호흡기결핵","1999","합계",8.1
"한국","- 호흡기결핵","1999","남자",14.8
"한국","- 호흡기결핵","1999","여자",3.7
"한국","악성신생물(암)","1999","합계",129.7
"한국","악성신생물(암)","1999","남자",201.8
"한국","악성신생물(암)","1999","여자",80.9
"한국","- 위","1999","합계",27.3
"한국","- 위","1999","남자",42.7
"한국","- 위","1999","여자",17.1
"한국","- 간 및 간내 쓸개관","1999","합계",22.5
"한국","- 간 및 간내 쓸개관","1999","남자",38.9
"한국","- 간 및 간내 쓸개관","1999","여자",9.3
"한국","- 기관·기관지 및 폐","1999","합계",25.6
"한국","- 기관·기관지 및 폐","1999","남자",47.6
"한국","- 기관·기관지 및 폐","1999","여자",11.1
"한국","- 유방","1999","여자",4.6
"한국","당뇨병","1999","합계",26.0
"한국","당뇨병","1999","남자",31.7
"한국","당뇨병","1999","여자",21.7
"한국","순환기계통의 질환","1999","합계",150.0
"한국","순환기계통의 질환","1999","남자",187.8
"한국","순환기계통의 질환","1999","여자",124.0
"한국","- 고혈압성질환","1999","합계",9.6
"한국","- 고혈압성질환","1999","남자",10.7
"한국","- 고혈압성질환","1999","여자",8.9
"한국","- 허혈성심질환","1999","합계",22.1
"한국","- 허혈성심질환","1999","남자",30.9
"한국","- 허혈성심질환","1999","여자",15.6
"한국","- 뇌혈관질환","1999","합계",90.4
"한국","- 뇌혈관질환","1999","남자",111.9
"한국","- 뇌혈관질환","1999","여자",76.5
"한국","호흡기계통의 질환","1999","합계",35.5
"한국","호흡기계통의 질환","1999","남자",57.8
"한국","호흡기계통의 질환","1999","여자",22.9
"한국","소화기계통의 질환","1999","합계",34.9
"한국","소화기계통의 질환","1999","남자",57.3
"한국","소화기계통의 질환","1999","여자",16.6
"한국","- 간질환","1999","합계",24.7
"한국","- 간질환","1999","남자",43.2
"한국","- 간질환","1999","여자",8.9
"한국","사망의 외부요인","1999","합계",64.5
