"국가별","항목","시점","성별",데이터
"아시아","총사망자","2008","합계",
"아시아","총사망자","2008","남자",
"아시아","총사망자","2008","여자",
"아시아","특정감염성 및 기생충성질환","2008","합계",
"아시아","특정감염성 및 기생충성질환","2008","남자",
"아시아","특정감염성 및 기생충성질환","2008","여자",
"아시아","- 호흡기결핵","2008","합계",
"아시아","- 호흡기결핵","2008","남자",
"아시아","- 호흡기결핵","2008","여자",
"아시아","악성신생물(암)","2008","합계",
"아시아","악성신생물(암)","2008","남자",
"아시아","악성신생물(암)","2008","여자",
"아시아","- 위","2008","합계",
"아시아","- 위","2008","남자",
"아시아","- 위","2008","여자",
"아시아","- 간 및 간내 쓸개관","2008","합계",
"아시아","- 간 및 간내 쓸개관","2008","남자",
"아시아","- 간 및 간내 쓸개관","2008","여자",
"아시아","- 기관·기관지 및 폐","2008","합계",
"아시아","- 기관·기관지 및 폐","2008","남자",
"아시아","- 기관·기관지 및 폐","2008","여자",
"아시아","- 유방","2008","합계",
"아시아","- 유방","2008","남자",
"아시아","- 유방","2008","여자",
"아시아","당뇨병","2008","합계",
"아시아","당뇨병","2008","남자",
"아시아","당뇨병","2008","여자",
"아시아","순환기계통의 질환","2008","합계",
"아시아","순환기계통의 질환","2008","남자",
"아시아","순환기계통의 질환","2008","여자",
"아시아","- 고혈압성질환","2008","합계",
"아시아","- 고혈압성질환","2008","남자",
"아시아","- 고혈압성질환","2008","여자",
"아시아","- 허혈성심질환","2008","합계",
"아시아","- 허혈성심질환","2008","남자",
"아시아","- 허혈성심질환","2008","여자",
"아시아","- 뇌혈관질환","2008","합계",
"아시아","- 뇌혈관질환","2008","남자",
"아시아","- 뇌혈관질환","2008","여자",
"아시아","호흡기계통의 질환","2008","합계",
"아시아","호흡기계통의 질환","2008","남자",
"아시아","호흡기계통의 질환","2008","여자",
"아시아","소화기계통의 질환","2008","합계",
"아시아","소화기계통의 질환","2008","남자",
"아시아","소화기계통의 질환","2008","여자",
"아시아","- 간질환","2008","합계",
"아시아","- 간질환","2008","남자",
"아시아","- 간질환","2008","여자",
"아시아","사망의 외부요인","2008","합계",
"아시아","사망의 외부요인","2008","남자",
"아시아","사망의 외부요인","2008","여자",
"아시아","- 운수사고","2008","합계",
"아시아","- 운수사고","2008","남자",
"아시아","- 운수사고","2008","여자",
"아시아","- 고의적 자해(자살)","2008","합계",
"아시아","- 고의적 자해(자살)","2008","남자",
"아시아","- 고의적 자해(자살)","2008","여자",
"한국","총사망자","2008","합계",440.1
"한국","총사망자","2008","남자",608.0
"한국","총사망자","2008","여자",320.5
"한국","특정감염성 및 기생충성질환","2008","합계",9.8
"한국","특정감염성 및 기생충성질환","2008","남자",14.5
"한국","특정감염성 및 기생충성질환","2008","여자",6.6
"한국","- 호흡기결핵","2008","합계",4.5
"한국","- 호흡기결핵","2008","남자",8.0
"한국","- 호흡기결핵","2008","여자",2.4
"한국","악성신생물(암)","2008","합계",117.8
"한국","악성신생물(암)","2008","남자",182.4
"한국","악성신생물(암)","2008","여자",74.6
"한국","- 위","2008","합계",17.6
"한국","- 위","2008","남자",28.1
"한국","- 위","2008","여자",10.6
"한국","- 간 및 간내 쓸개관","2008","합계",18.9
"한국","- 간 및 간내 쓸개관","2008","남자",32.0
"한국","- 간 및 간내 쓸개관","2008","여자",8.2
"한국","- 기관·기관지 및 폐","2008","합계",25.3
"한국","- 기관·기관지 및 폐","2008","남자",46.7
"한국","- 기관·기관지 및 폐","2008","여자",11.3
"한국","- 유방","2008","여자",5.4
"한국","당뇨병","2008","합계",17.8
"한국","당뇨병","2008","남자",22.4
"한국","당뇨병","2008","여자",14.4
"한국","순환기계통의 질환","2008","합계",99.0
"한국","순환기계통의 질환","2008","남자",123.4
"한국","순환기계통의 질환","2008","여자",81.2
"한국","- 고혈압성질환","2008","합계",8.7
"한국","- 고혈압성질환","2008","남자",8.3
"한국","- 고혈압성질환","2008","여자",8.7
"한국","- 허혈성심질환","2008","합계",22.4
"한국","- 허혈성심질환","2008","남자",30.4
"한국","- 허혈성심질환","2008","여자",16.3
"한국","- 뇌혈관질환","2008","합계",49.6
"한국","- 뇌혈관질환","2008","남자",63.3
"한국","- 뇌혈관질환","2008","여자",40.5
"한국","호흡기계통의 질환","2008","합계",29.4
"한국","호흡기계통의 질환","2008","남자",48.6
"한국","호흡기계통의 질환","2008","여자",19.0
"한국","소화기계통의 질환","2008","합계",18.2
"한국","소화기계통의 질환","2008","남자",28.6
"한국","소화기계통의 질환","2008","여자",9.2
"한국","- 간질환","2008","합계",11.7
"한국","- 간질환","2008","남자",20.1
"한국","- 간질환","2008","여자",4.1
"한국","사망의 외부요인","2008","합계",54.0
"한국","사망의 외부요인","2008","남자",78.3
"한국","사망의 외부요인","2008","여자",33.2
"한국","- 운수사고","2008","합계",13.0
"한국","- 운수사고","2008","남자",20.6
"한국","- 운수사고","2008","여자",6.3
"한국","- 고의적 자해(자살)","2008","합계",22.4
"한국","- 고의적 자해(자살)","2008","남자",30.5
"한국","- 고의적 자해(자살)","2008","여자",15.7
"아르메니아","총사망자","2008","합계",795.5
"아르메니아","총사망자","2008","남자",1011.2
"아르메니아","총사망자","2008","여자",635.1
"아르메니아","특정감염성 및 기생충성질환","2008","합계",8.4
"아르메니아","특정감염성 및 기생충성질환","2008","남자",14.1
"아르메니아","특정감염성 및 기생충성질환","2008","여자",3.5
"아르메니아","- 호흡기결핵","2008","합계",4.8
"아르메니아","- 호흡기결핵","2008","남자",9.4
"아르메니아","- 호흡기결핵","2008","여자",0.9
"아르메니아","악성신생물(암)","2008","합계",146.2
"아르메니아","악성신생물(암)","2008","남자",199.3
"아르메니아","악성신생물(암)","2008","여자",111.3
"아르메니아","- 위","2008","합계",13.2
"아르메니아","- 위","2008","남자",20.1
"아르메니아","- 위","2008","여자",8.3
"아르메니아","- 간 및 간내 쓸개관","2008","합계",10.8
"아르메니아","- 간 및 간내 쓸개관","2008","남자",15.3
"아르메니아","- 간 및 간내 쓸개관","2008","여자",8.1
"아르메니아","- 기관·기관지 및 폐","2008","합계",32.7
"아르메니아","- 기관·기관지 및 폐","2008","남자",64.3
"아르메니아","- 기관·기관지 및 폐","2008","여자",10.3
"아르메니아","- 유방","2008","여자",23.3
"아르메니아","당뇨병","2008","합계",33.8
"아르메니아","당뇨병","2008","남자",29.4
"아르메니아","당뇨병","2008","여자",36.9
"아르메니아","순환기계통의 질환","2008","합계",403.0
"아르메니아","순환기계통의 질환","2008","남자",489.9
"아르메니아","순환기계통의 질환","2008","여자",335.8
"아르메니아","- 고혈압성질환","2008","합계",25.5
"아르메니아","- 고혈압성질환","2008","남자",25.0
"아르메니아","- 고혈압성질환","2008","여자",25.4
"아르메니아","- 허혈성심질환","2008","합계",241.3
"아르메니아","- 허혈성심질환","2008","남자",311.2
"아르메니아","- 허혈성심질환","2008","여자",187.6
"아르메니아","- 뇌혈관질환","2008","합계",97.3
"아르메니아","- 뇌혈관질환","2008","남자",107.3
"아르메니아","- 뇌혈관질환","2008","여자",90.2
"아르메니아","호흡기계통의 질환","2008","합계",55.6
"아르메니아","호흡기계통의 질환","2008","남자",77.4
"아르메니아","호흡기계통의 질환","2008","여자",42.4
"아르메니아","소화기계통의 질환","2008","합계",42.6
"아르메니아","소화기계통의 질환","2008","남자",55.5
"아르메니아","소화기계통의 질환","2008","여자",31.9
"아르메니아","- 간질환","2008","합계",28.2
"아르메니아","- 간질환","2008","남자",36.6
"아르메니아","- 간질환","2008","여자",20.8
"아르메니아","사망의 외부요인","2008","합계",37.5
"아르메니아","사망의 외부요인","2008","남자",61.1
"아르메니아","사망의 외부요인","2008","여자",17.0
"아르메니아","- 운수사고","2008","합계",5.7
"아르메니아","- 운수사고","2008","남자",9.7
"아르메니아","- 운수사고","2008","여자",2.1
"아르메니아","- 고의적 자해(자살)","2008","합계",1.7
"아르메니아","- 고의적 자해(자살)","2008","남자",2.7
"아르메니아","- 고의적 자해(자살)","2008","여자",1.0
"바레인","총사망자","2008","합계",515.0
"바레인","총사망자","2008","남자",559.7
"바레인","총사망자","2008","여자",462.2
"바레인","특정감염성 및 기생충성질환","2008","합계",16.6
"바레인","특정감염성 및 기생충성질환","2008","남자",16.1
"바레인","특정감염성 및 기생충성질환","2008","여자",17.2
"바레인","- 호흡기결핵","2008","합계",0.8
"바레인","- 호흡기결핵","2008","남자",1.3
"바레인","- 호흡기결핵","2008","여자",0.4
"바레인","악성신생물(암)","2008","합계",55.7
"바레인","악성신생물(암)","2008","남자",59.9
"바레인","악성신생물(암)","2008","여자",55.4
"바레인","- 위","2008","합계",3.9
"바레인","- 위","2008","남자",4.6
"바레인","- 위","2008","여자",3.0
"바레인","- 간 및 간내 쓸개관","2008","합계",1.5
"바레인","- 간 및 간내 쓸개관","2008","남자",1.4
"바레인","- 간 및 간내 쓸개관","2008","여자",1.7
"바레인","- 기관·기관지 및 폐","2008","합계",13.7
"바레인","- 기관·기관지 및 폐","2008","남자",15.9
"바레인","- 기관·기관지 및 폐","2008","여자",11.3
"바레인","- 유방","2008","여자",11.1
"바레인","당뇨병","2008","합계",55.1
"바레인","당뇨병","2008","남자",53.3
"바레인","당뇨병","2008","여자",56.2
"바레인","순환기계통의 질환","2008","합계",142.0
"바레인","순환기계통의 질환","2008","남자",144.6
"바레인","순환기계통의 질환","2008","여자",133.5
"바레인","- 고혈압성질환","2008","합계",47.0
"바레인","- 고혈압성질환","2008","남자",40.2
"바레인","- 고혈압성질환","2008","여자",52.9
"바레인","- 허혈성심질환","2008","합계",30.4
"바레인","- 허혈성심질환","2008","남자",33.3
"바레인","- 허혈성심질환","2008","여자",26.6
"바레인","- 뇌혈관질환","2008","합계",18.9
"바레인","- 뇌혈관질환","2008","남자",18.3
"바레인","- 뇌혈관질환","2008","여자",19.3
"바레인","호흡기계통의 질환","2008","합계",51.2
"바레인","호흡기계통의 질환","2008","남자",62.1
"바레인","호흡기계통의 질환","2008","여자",40.6
"바레인","소화기계통의 질환","2008","합계",17.6
"바레인","소화기계통의 질환","2008","남자",17.8
"바레인","소화기계통의 질환","2008","여자",17.1
"바레인","- 간질환","2008","합계",5.1
"바레인","- 간질환","2008","남자",6.3
"바레인","- 간질환","2008","여자",3.6
"바레인","사망의 외부요인","2008","합계",21.2
"바레인","사망의 외부요인","2008","남자",30.0
"바레인","사망의 외부요인","2008","여자",9.3
"바레인","- 운수사고","2008","합계",9.2
"바레인","- 운수사고","2008","남자",14.8
"바레인","- 운수사고","2008","여자",2.1
"바레인","- 고의적 자해(자살)","2008","합계",2.9
"바레인","- 고의적 자해(자살)","2008","남자",3.4
"바레인","- 고의적 자해(자살)","2008","여자",1.5
"브루나이","총사망자","2008","합계",562.2
"브루나이","총사망자","2008","남자",657.4
"브루나이","총사망자","2008","여자",472.7
"브루나이","특정감염성 및 기생충성질환","2008","합계",26.1
"브루나이","특정감염성 및 기생충성질환","2008","남자",33.4
"브루나이","특정감염성 및 기생충성질환","2008","여자",19.3
"브루나이","- 호흡기결핵","2008","합계",3.7
"브루나이","- 호흡기결핵","2008","남자",5.6
"브루나이","- 호흡기결핵","2008","여자",2.0
"브루나이","악성신생물(암)","2008","합계",106.7
"브루나이","악성신생물(암)","2008","남자",117.1
"브루나이","악성신생물(암)","2008","여자",97.8
"브루나이","- 위","2008","합계",6.7
"브루나이","- 위","2008","남자",10.3
"브루나이","- 위","2008","여자",3.2
"브루나이","- 간 및 간내 쓸개관","2008","합계",7.4
"브루나이","- 간 및 간내 쓸개관","2008","남자",7.3
"브루나이","- 간 및 간내 쓸개관","2008","여자",7.5
"브루나이","- 기관·기관지 및 폐","2008","합계",28.9
"브루나이","- 기관·기관지 및 폐","2008","남자",36.0
"브루나이","- 기관·기관지 및 폐","2008","여자",21.9
"브루나이","- 유방","2008","여자",6.5
"브루나이","당뇨병","2008","합계",57.1
"브루나이","당뇨병","2008","남자",59.5
"브루나이","당뇨병","2008","여자",53.9
"브루나이","순환기계통의 질환","2008","합계",179.2
"브루나이","순환기계통의 질환","2008","남자",200.6
"브루나이","순환기계통의 질환","2008","여자",158.2
"브루나이","- 고혈압성질환","2008","합계",15.6
"브루나이","- 고혈압성질환","2008","남자",16.7
"브루나이","- 고혈압성질환","2008","여자",14.7
"브루나이","- 허혈성심질환","2008","합계",69.1
"브루나이","- 허혈성심질환","2008","남자",81.0
"브루나이","- 허혈성심질환","2008","여자",56.8
"브루나이","- 뇌혈관질환","2008","합계",50.2
