"국가별","항목","시점","성별",데이터
"아시아","총사망자","2019","합계",
"아시아","총사망자","2019","남자",
"아시아","총사망자","2019","여자",
"아시아","특정감염성 및 기생충성질환","2019","합계",
"아시아","특정감염성 및 기생충성질환","2019","남자",
"아시아","특정감염성 및 기생충성질환","2019","여자",
"아시아","- 호흡기결핵","2019","합계",
"아시아","- 호흡기결핵","2019","남자",
"아시아","- 호흡기결핵","2019","여자",
"아시아","악성신생물(암)","2019","합계",
"아시아","악성신생물(암)","2019","남자",
"아시아","악성신생물(암)","2019","여자",
"아시아","- 위","2019","합계",
"아시아","- 위","2019","남자",
"아시아","- 위","2019","여자",
"아시아","- 간 및 간내 쓸개관","2019","합계",
"아시아","- 간 및 간내 쓸개관","2019","남자",
"아시아","- 간 및 간내 쓸개관","2019","여자",
"아시아","- 기관·기관지 및 폐","2019","합계",
"아시아","- 기관·기관지 및 폐","2019","남자",
"아시아","- 기관·기관지 및 폐","2019","여자",
"아시아","- 유방","2019","합계",
"아시아","- 유방","2019","남자",
"아시아","- 유방","2019","여자",
"아시아","당뇨병","2019","합계",
"아시아","당뇨병","2019","남자",
"아시아","당뇨병","2019","여자",
"아시아","순환기계통의 질환","2019","합계",
"아시아","순환기계통의 질환","2019","남자",
"아시아","순환기계통의 질환","2019","여자",
"아시아","- 고혈압성질환","2019","합계",
"아시아","- 고혈압성질환","2019","남자",
"아시아","- 고혈압성질환","2019","여자",
"아시아","- 허혈성심질환","2019","합계",
"아시아","- 허혈성심질환","2019","남자",
"아시아","- 허혈성심질환","2019","여자",
"아시아","- 뇌혈관질환","2019","합계",
"아시아","- 뇌혈관질환","2019","남자",
"아시아","- 뇌혈관질환","2019","여자",
"아시아","호흡기계통의 질환","2019","합계",
"아시아","호흡기계통의 질환","2019","남자",
"아시아","호흡기계통의 질환","2019","여자",
"아시아","소화기계통의 질환","2019","합계",
"아시아","소화기계통의 질환","2019","남자",
"아시아","소화기계통의 질환","2019","여자",
"아시아","- 간질환","2019","합계",
"아시아","- 간질환","2019","남자",
"아시아","- 간질환","2019","여자",
"아시아","사망의 외부요인","2019","합계",
"아시아","사망의 외부요인","2019","남자",
"아시아","사망의 외부요인","2019","여자",
"아시아","- 운수사고","2019","합계",
"아시아","- 운수사고","2019","남자",
"아시아","- 운수사고","2019","여자",
"아시아","- 고의적 자해(자살)","2019","합계",
"아시아","- 고의적 자해(자살)","2019","남자",
"아시아","- 고의적 자해(자살)","2019","여자",
"한국","총사망자","2019","합계",574.8
"한국","총사망자","2019","남자",626.0
"한국","총사망자","2019","여자",523.9
"한국","특정감염성 및 기생충성질환","2019","합계",16.9
"한국","특정감염성 및 기생충성질환","2019","남자",16.0
"한국","특정감염성 및 기생충성질환","2019","여자",17.8
"한국","- 호흡기결핵","2019","합계",2.9
"한국","- 호흡기결핵","2019","남자",3.6
"한국","- 호흡기결핵","2019","여자",2.2
"한국","악성신생물(암)","2019","합계",158.2
"한국","악성신생물(암)","2019","남자",196.3
"한국","악성신생물(암)","2019","여자",120.2
"한국","- 위","2019","합계",14.9
"한국","- 위","2019","남자",19.4
"한국","- 위","2019","여자",10.4
"한국","- 간 및 간내 쓸개관","2019","합계",20.6
"한국","- 간 및 간내 쓸개관","2019","남자",30.4
"한국","- 간 및 간내 쓸개관","2019","여자",10.9
"한국","- 기관·기관지 및 폐","2019","합계",36.2
"한국","- 기관·기관지 및 폐","2019","남자",53.5
"한국","- 기관·기관지 및 폐","2019","여자",19.0
"한국","- 유방","2019","합계",5.1
"한국","- 유방","2019","남자",0.1
"한국","- 유방","2019","여자",10.2
"한국","당뇨병","2019","합계",15.8
"한국","당뇨병","2019","남자",16.1
"한국","당뇨병","2019","여자",15.5
"한국","순환기계통의 질환","2019","합계",117.4
"한국","순환기계통의 질환","2019","남자",112.0
"한국","순환기계통의 질환","2019","여자",122.7
"한국","- 고혈압성질환","2019","합계",11.0
"한국","- 고혈압성질환","2019","남자",7.0
"한국","- 고혈압성질환","2019","여자",14.9
"한국","- 허혈성심질환","2019","합계",26.7
"한국","- 허혈성심질환","2019","남자",30.1
"한국","- 허혈성심질환","2019","여자",23.3
"한국","- 뇌혈관질환","2019","합계",42.0
"한국","- 뇌혈관질환","2019","남자",41.5
"한국","- 뇌혈관질환","2019","여자",42.6
"한국","호흡기계통의 질환","2019","합계",71.4
"한국","호흡기계통의 질환","2019","남자",80.1
"한국","호흡기계통의 질환","2019","여자",62.7
"한국","소화기계통의 질환","2019","합계",23.3
"한국","소화기계통의 질환","2019","남자",28.6
"한국","소화기계통의 질환","2019","여자",18.1
"한국","- 간질환","2019","합계",12.7
"한국","- 간질환","2019","남자",18.6
"한국","- 간질환","2019","여자",6.7
"한국","사망의 외부요인","2019","합계",53.1
"한국","사망의 외부요인","2019","남자",73.8
"한국","사망의 외부요인","2019","여자",32.6
"한국","- 운수사고","2019","합계",8.2
"한국","- 운수사고","2019","남자",12.3
"한국","- 운수사고","2019","여자",4.1
"한국","- 고의적 자해(자살)","2019","합계",26.9
"한국","- 고의적 자해(자살)","2019","남자",38.0
"한국","- 고의적 자해(자살)","2019","여자",15.8
"아프가니스탄","총사망자","2019","합계",1273.2
"아프가니스탄","총사망자","2019","남자",1244.6
"아프가니스탄","총사망자","2019","여자",1299.4
"아프가니스탄","특정감염성 및 기생충성질환","2019","합계",96.5
"아프가니스탄","특정감염성 및 기생충성질환","2019","남자",95.6
"아프가니스탄","특정감염성 및 기생충성질환","2019","여자",97.9
"아프가니스탄","- 호흡기결핵","2019","합계",41.1
"아프가니스탄","- 호흡기결핵","2019","남자",35.3
"아프가니스탄","- 호흡기결핵","2019","여자",47.3
"아프가니스탄","악성신생물(암)","2019","합계",89.4
"아프가니스탄","악성신생물(암)","2019","남자",92.4
"아프가니스탄","악성신생물(암)","2019","여자",87.7
"아프가니스탄","- 위","2019","합계",10.4
"아프가니스탄","- 위","2019","남자",12.9
"아프가니스탄","- 위","2019","여자",8.2
"아프가니스탄","- 간 및 간내 쓸개관","2019","합계",4.2
"아프가니스탄","- 간 및 간내 쓸개관","2019","남자",5.2
"아프가니스탄","- 간 및 간내 쓸개관","2019","여자",3.3
"아프가니스탄","- 기관·기관지 및 폐","2019","합계",6.9
"아프가니스탄","- 기관·기관지 및 폐","2019","남자",10.4
"아프가니스탄","- 기관·기관지 및 폐","2019","여자",3.6
"아프가니스탄","- 유방","2019","합계",10.1
"아프가니스탄","- 유방","2019","여자",20.2
"아프가니스탄","당뇨병","2019","합계",40.9
"아프가니스탄","당뇨병","2019","남자",22.4
"아프가니스탄","당뇨병","2019","여자",57.8
