"국가별","항목","시점","성별",데이터
"아시아","총사망자","2012","합계",
"아시아","총사망자","2012","남자",
"아시아","총사망자","2012","여자",
"아시아","특정감염성 및 기생충성질환","2012","합계",
"아시아","특정감염성 및 기생충성질환","2012","남자",
"아시아","특정감염성 및 기생충성질환","2012","여자",
"아시아","- 호흡기결핵","2012","합계",
"아시아","- 호흡기결핵","2012","남자",
"아시아","- 호흡기결핵","2012","여자",
"아시아","악성신생물(암)","2012","합계",
"아시아","악성신생물(암)","2012","남자",
"아시아","악성신생물(암)","2012","여자",
"아시아","- 위","2012","합계",
"아시아","- 위","2012","남자",
"아시아","- 위","2012","여자",
"아시아","- 간 및 간내 쓸개관","2012","합계",
"아시아","- 간 및 간내 쓸개관","2012","남자",
"아시아","- 간 및 간내 쓸개관","2012","여자",
"아시아","- 기관·기관지 및 폐","2012","합계",
"아시아","- 기관·기관지 및 폐","2012","남자",
"아시아","- 기관·기관지 및 폐","2012","여자",
"아시아","- 유방","2012","합계",
"아시아","- 유방","2012","남자",
"아시아","- 유방","2012","여자",
"아시아","당뇨병","2012","합계",
"아시아","당뇨병","2012","남자",
"아시아","당뇨병","2012","여자",
"아시아","순환기계통의 질환","2012","합계",
"아시아","순환기계통의 질환","2012","남자",
"아시아","순환기계통의 질환","2012","여자",
"아시아","- 고혈압성질환","2012","합계",
"아시아","- 고혈압성질환","2012","남자",
"아시아","- 고혈압성질환","2012","여자",
"아시아","- 허혈성심질환","2012","합계",
"아시아","- 허혈성심질환","2012","남자",
"아시아","- 허혈성심질환","2012","여자",
"아시아","- 뇌혈관질환","2012","합계",
"아시아","- 뇌혈관질환","2012","남자",
"아시아","- 뇌혈관질환","2012","여자",
"아시아","호흡기계통의 질환","2012","합계",
"아시아","호흡기계통의 질환","2012","남자",
"아시아","호흡기계통의 질환","2012","여자",
"아시아","소화기계통의 질환","2012","합계",
"아시아","소화기계통의 질환","2012","남자",
"아시아","소화기계통의 질환","2012","여자",
"아시아","- 간질환","2012","합계",
"아시아","- 간질환","2012","남자",
"아시아","- 간질환","2012","여자",
"아시아","사망의 외부요인","2012","합계",
"아시아","사망의 외부요인","2012","남자",
"아시아","사망의 외부요인","2012","여자",
"아시아","- 운수사고","2012","합계",
"아시아","- 운수사고","2012","남자",
"아시아","- 운수사고","2012","여자",
"아시아","- 고의적 자해(자살)","2012","합계",
"아시아","- 고의적 자해(자살)","2012","남자",
"아시아","- 고의적 자해(자살)","2012","여자",
"한국","총사망자","2012","합계",395.6
"한국","총사망자","2012","남자",546.5
"한국","총사망자","2012","여자",285.3
"한국","특정감염성 및 기생충성질환","2012","합계",10.4
"한국","특정감염성 및 기생충성질환","2012","남자",14.5
"한국","특정감염성 및 기생충성질환","2012","여자",7.5
"한국","- 호흡기결핵","2012","합계",3.9
"한국","- 호흡기결핵","2012","남자",6.7
"한국","- 호흡기결핵","2012","여자",2.2
"한국","악성신생물(암)","2012","합계",106.1
"한국","악성신생물(암)","2012","남자",161.3
"한국","악성신생물(암)","2012","여자",68.2
"한국","- 위","2012","합계",13.4
"한국","- 위","2012","남자",21.1
"한국","- 위","2012","여자",8.0
"한국","- 간 및 간내 쓸개관","2012","합계",16.2
"한국","- 간 및 간내 쓸개관","2012","남자",27.3
"한국","- 간 및 간내 쓸개관","2012","여자",7.1
