"국가별","항목","시점","성별",데이터
"아시아","총사망자","2002","합계",
"아시아","총사망자","2002","남자",
"아시아","총사망자","2002","여자",
"아시아","특정감염성 및 기생충성질환","2002","합계",
"아시아","특정감염성 및 기생충성질환","2002","남자",
"아시아","특정감염성 및 기생충성질환","2002","여자",
"아시아","- 호흡기결핵","2002","합계",
"아시아","- 호흡기결핵","2002","남자",
"아시아","- 호흡기결핵","2002","여자",
"아시아","악성신생물(암)","2002","합계",
"아시아","악성신생물(암)","2002","남자",
"아시아","악성신생물(암)","2002","여자",
"아시아","- 위","2002","합계",
"아시아","- 위","2002","남자",
"아시아","- 위","2002","여자",
"아시아","- 간 및 간내 쓸개관","2002","합계",
"아시아","- 간 및 간내 쓸개관","2002","남자",
"아시아","- 간 및 간내 쓸개관","2002","여자",
"아시아","- 기관·기관지 및 폐","2002","합계",
"아시아","- 기관·기관지 및 폐","2002","남자",
"아시아","- 기관·기관지 및 폐","2002","여자",
"아시아","- 유방","2002","합계",
"아시아","- 유방","2002","남자",
"아시아","- 유방","2002","여자",
"아시아","당뇨병","2002","합계",
"아시아","당뇨병","2002","남자",
"아시아","당뇨병","2002","여자",
"아시아","순환기계통의 질환","2002","합계",
"아시아","순환기계통의 질환","2002","남자",
"아시아","순환기계통의 질환","2002","여자",
"아시아","- 고혈압성질환","2002","합계",
"아시아","- 고혈압성질환","2002","남자",
"아시아","- 고혈압성질환","2002","여자",
"아시아","- 허혈성심질환","2002","합계",
"아시아","- 허혈성심질환","2002","남자",
"아시아","- 허혈성심질환","2002","여자",
"아시아","- 뇌혈관질환","2002","합계",
"아시아","- 뇌혈관질환","2002","남자",
"아시아","- 뇌혈관질환","2002","여자",
"아시아","호흡기계통의 질환","2002","합계",
"아시아","호흡기계통의 질환","2002","남자",
"아시아","호흡기계통의 질환","2002","여자",
"아시아","소화기계통의 질환","2002","합계",
"아시아","소화기계통의 질환","2002","남자",
"아시아","소화기계통의 질환","2002","여자",
"아시아","- 간질환","2002","합계",
"아시아","- 간질환","2002","남자",
"아시아","- 간질환","2002","여자",
"아시아","사망의 외부요인","2002","합계",
"아시아","사망의 외부요인","2002","남자",
"아시아","사망의 외부요인","2002","여자",
"아시아","- 운수사고","2002","합계",
"아시아","- 운수사고","2002","남자",
"아시아","- 운수사고","2002","여자",
"아시아","- 고의적 자해(자살)","2002","합계",
"아시아","- 고의적 자해(자살)","2002","남자",
"아시아","- 고의적 자해(자살)","2002","여자",
"한국","총사망자","2002","합계",569.4
"한국","총사망자","2002","남자",769.6
"한국","총사망자","2002","여자",426.1
"한국","특정감염성 및 기생충성질환","2002","합계",12.9
"한국","특정감염성 및 기생충성질환","2002","남자",21.1
"한국","특정감염성 및 기생충성질환","2002","여자",7.7
"한국","- 호흡기결핵","2002","합계",7.9
"한국","- 호흡기결핵","2002","남자",14.6
"한국","- 호흡기결핵","2002","여자",3.7
"한국","악성신생물(암)","2002","합계",136.6
"한국","악성신생물(암)","2002","남자",214.0
"한국","악성신생물(암)","2002","여자",85.2
"한국","- 위","2002","합계",25.6
"한국","- 위","2002","남자",41.3
"한국","- 위","2002","여자",15.3
"한국","- 간 및 간내 쓸개관","2002","합계",23.1
"한국","- 간 및 간내 쓸개관","2002","남자",39.3
"한국","- 간 및 간내 쓸개관","2002","여자",10.1
"한국","- 기관·기관지 및 폐","2002","합계",27.9
"한국","- 기관·기관지 및 폐","2002","남자",51.7
"한국","- 기관·기관지 및 폐","2002","여자",12.5
"한국","- 유방","2002","여자",5.0
"한국","당뇨병","2002","합계",27.3
"한국","당뇨병","2002","남자",32.1
"한국","당뇨병","2002","여자",23.2
"한국","순환기계통의 질환","2002","합계",144.5
"한국","순환기계통의 질환","2002","남자",176.7
"한국","순환기계통의 질환","2002","여자",121.5
"한국","- 고혈압성질환","2002","합계",12.8
"한국","- 고혈압성질환","2002","남자",12.0
"한국","- 고혈압성질환","2002","여자",13.0
"한국","- 허혈성심질환","2002","합계",27.9
"한국","- 허혈성심질환","2002","남자",37.4
"한국","- 허혈성심질환","2002","여자",20.8
"한국","- 뇌혈관질환","2002","합계",87.2
"한국","- 뇌혈관질환","2002","남자",107.3
"한국","- 뇌혈관질환","2002","여자",73.8
"한국","호흡기계통의 질환","2002","합계",41.3
"한국","호흡기계통의 질환","2002","남자",66.5
"한국","호흡기계통의 질환","2002","여자",28.1
"한국","소화기계통의 질환","2002","합계",29.8
"한국","소화기계통의 질환","2002","남자",48.1
"한국","소화기계통의 질환","2002","여자",14.5
"한국","- 간질환","2002","합계",21.2
"한국","- 간질환","2002","남자",36.7
"한국","- 간질환","2002","여자",7.7
"한국","사망의 외부요인","2002","합계",60.1
"한국","사망의 외부요인","2002","남자",87.3
"한국","사망의 외부요인","2002","여자",35.9
"한국","- 운수사고","2002","합계",18.9
"한국","- 운수사고","2002","남자",28.6
"한국","- 운수사고","2002","여자",10.2
"한국","- 고의적 자해(자살)","2002","합계",17.1
"한국","- 고의적 자해(자살)","2002","남자",25.4
"한국","- 고의적 자해(자살)","2002","여자",10.0
"아르메니아","총사망자","2002","합계",821.5
"아르메니아","총사망자","2002","남자",1016.3
"아르메니아","총사망자","2002","여자",674.2
"아르메니아","특정감염성 및 기생충성질환","2002","합계",8.4
"아르메니아","특정감염성 및 기생충성질환","2002","남자",13.9
"아르메니아","특정감염성 및 기생충성질환","2002","여자",3.8
"아르메니아","- 호흡기결핵","2002","합계",5.0
"아르메니아","- 호흡기결핵","2002","남자",9.9
"아르메니아","- 호흡기결핵","2002","여자",1.1
"아르메니아","악성신생물(암)","2002","합계",122.3
"아르메니아","악성신생물(암)","2002","남자",159.5
"아르메니아","악성신생물(암)","2002","여자",96.5
"아르메니아","- 위","2002","합계",11.1
"아르메니아","- 위","2002","남자",17.1
"아르메니아","- 위","2002","여자",6.7
"아르메니아","- 기관·기관지 및 폐","2002","합계",24.6
"아르메니아","- 기관·기관지 및 폐","2002","남자",48.2
"아르메니아","- 기관·기관지 및 폐","2002","여자",6.7
"아르메니아","- 유방","2002","여자",24.2
"아르메니아","당뇨병","2002","합계",41.9
"아르메니아","당뇨병","2002","남자",34.8
"아르메니아","당뇨병","2002","여자",46.9
"아르메니아","순환기계통의 질환","2002","합계",461.4
"아르메니아","순환기계통의 질환","2002","남자",546.6
"아르메니아","순환기계통의 질환","2002","여자",395.4
"아르메니아","- 고혈압성질환","2002","합계",1.3
"아르메니아","- 고혈압성질환","2002","남자",1.0
"아르메니아","- 고혈압성질환","2002","여자",1.5
"아르메니아","- 허혈성심질환","2002","합계",284.6
"아르메니아","- 허혈성심질환","2002","남자",355.8
"아르메니아","- 허혈성심질환","2002","여자",229.9
"아르메니아","- 뇌혈관질환","2002","합계",139.9
"아르메니아","- 뇌혈관질환","2002","남자",149.8
"아르메니아","- 뇌혈관질환","2002","여자",132.4
"아르메니아","호흡기계통의 질환","2002","합계",46.2
"아르메니아","호흡기계통의 질환","2002","남자",72.1
"아르메니아","호흡기계통의 질환","2002","여자",29.2
"아르메니아","소화기계통의 질환","2002","합계",29.6
"아르메니아","소화기계통의 질환","2002","남자",43.2
"아르메니아","소화기계통의 질환","2002","여자",19.3
"아르메니아","- 간질환","2002","합계",18.5
"아르메니아","- 간질환","2002","남자",27.0
"아르메니아","- 간질환","2002","여자",11.6
"아르메니아","사망의 외부요인","2002","합계",33.0
"아르메니아","사망의 외부요인","2002","남자",55.4
"아르메니아","사망의 외부요인","2002","여자",14.1
"아르메니아","- 운수사고","2002","합계",6.0
