"국가별","항목","시점","성별",데이터
"아시아","총사망자","2005","합계",
"아시아","총사망자","2005","남자",
"아시아","총사망자","2005","여자",
"아시아","특정감염성 및 기생충성질환","2005","합계",
"아시아","특정감염성 및 기생충성질환","2005","남자",
"아시아","특정감염성 및 기생충성질환","2005","여자",
"아시아","- 호흡기결핵","2005","합계",
"아시아","- 호흡기결핵","2005","남자",
"아시아","- 호흡기결핵","2005","여자",
"아시아","악성신생물(암)","2005","합계",
"아시아","악성신생물(암)","2005","남자",
"아시아","악성신생물(암)","2005","여자",
"아시아","- 위","2005","합계",
"아시아","- 위","2005","남자",
"아시아","- 위","2005","여자",
"아시아","- 간 및 간내 쓸개관","2005","합계",
"아시아","- 간 및 간내 쓸개관","2005","남자",
"아시아","- 간 및 간내 쓸개관","2005","여자",
"아시아","- 기관·기관지 및 폐","2005","합계",
"아시아","- 기관·기관지 및 폐","2005","남자",
"아시아","- 기관·기관지 및 폐","2005","여자",
"아시아","- 유방","2005","합계",
"아시아","- 유방","2005","남자",
"아시아","- 유방","2005","여자",
"아시아","당뇨병","2005","합계",
"아시아","당뇨병","2005","남자",
"아시아","당뇨병","2005","여자",
"아시아","순환기계통의 질환","2005","합계",
"아시아","순환기계통의 질환","2005","남자",
"아시아","순환기계통의 질환","2005","여자",
"아시아","- 고혈압성질환","2005","합계",
"아시아","- 고혈압성질환","2005","남자",
"아시아","- 고혈압성질환","2005","여자",
"아시아","- 허혈성심질환","2005","합계",
"아시아","- 허혈성심질환","2005","남자",
"아시아","- 허혈성심질환","2005","여자",
"아시아","- 뇌혈관질환","2005","합계",
"아시아","- 뇌혈관질환","2005","남자",
"아시아","- 뇌혈관질환","2005","여자",
"아시아","호흡기계통의 질환","2005","합계",
"아시아","호흡기계통의 질환","2005","남자",
"아시아","호흡기계통의 질환","2005","여자",
"아시아","소화기계통의 질환","2005","합계",
"아시아","소화기계통의 질환","2005","남자",
"아시아","소화기계통의 질환","2005","여자",
"아시아","- 간질환","2005","합계",
"아시아","- 간질환","2005","남자",
"아시아","- 간질환","2005","여자",
"아시아","사망의 외부요인","2005","합계",
"아시아","사망의 외부요인","2005","남자",
"아시아","사망의 외부요인","2005","여자",
"아시아","- 운수사고","2005","합계",
"아시아","- 운수사고","2005","남자",
"아시아","- 운수사고","2005","여자",
"아시아","- 고의적 자해(자살)","2005","합계",
"아시아","- 고의적 자해(자살)","2005","남자",
"아시아","- 고의적 자해(자살)","2005","여자",
"한국","총사망자","2005","합계",501.2
"한국","총사망자","2005","남자",680.6
"한국","총사망자","2005","여자",372.5
"한국","특정감염성 및 기생충성질환","2005","합계",11.1
"한국","특정감염성 및 기생충성질환","2005","남자",16.6
"한국","특정감염성 및 기생충성질환","2005","여자",7.2
"한국","- 호흡기결핵","2005","합계",6.1
"한국","- 호흡기결핵","2005","남자",10.7
"한국","- 호흡기결핵","2005","여자",3.2
"한국","악성신생물(암)","2005","합계",126.3
"한국","악성신생물(암)","2005","남자",194.8
"한국","악성신생물(암)","2005","여자",80.5
"한국","- 위","2005","합계",21.2
"한국","- 위","2005","남자",34.2
"한국","- 위","2005","여자",12.6
"한국","- 간 및 간내 쓸개관","2005","합계",20.4
"한국","- 간 및 간내 쓸개관","2005","남자",34.4
"한국","- 간 및 간내 쓸개관","2005","여자",9.0
"한국","- 기관·기관지 및 폐","2005","합계",26.8
"한국","- 기관·기관지 및 폐","2005","남자",49.4
"한국","- 기관·기관지 및 폐","2005","여자",12.0
"한국","- 유방","2005","여자",5.4
"한국","당뇨병","2005","합계",23.3
"한국","당뇨병","2005","남자",28.5
"한국","당뇨병","2005","여자",19.1
"한국","순환기계통의 질환","2005","합계",116.0
"한국","순환기계통의 질환","2005","남자",143.1
"한국","순환기계통의 질환","2005","여자",96.1
"한국","- 고혈압성질환","2005","합계",9.8
"한국","- 고혈압성질환","2005","남자",9.4
"한국","- 고혈압성질환","2005","여자",9.7
"한국","- 허혈성심질환","2005","합계",27.4
"한국","- 허혈성심질환","2005","남자",36.0
"한국","- 허혈성심질환","2005","여자",20.9
"한국","- 뇌혈관질환","2005","합계",64.0
"한국","- 뇌혈관질환","2005","남자",79.2
"한국","- 뇌혈관질환","2005","여자",53.7
"한국","호흡기계통의 질환","2005","합계",30.5
"한국","호흡기계통의 질환","2005","남자",51.0
"한국","호흡기계통의 질환","2005","여자",19.4
"한국","소화기계통의 질환","2005","합계",21.2
"한국","소화기계통의 질환","2005","남자",33.7
"한국","소화기계통의 질환","2005","여자",10.3
"한국","- 간질환","2005","합계",15.3
"한국","- 간질환","2005","남자",25.9
"한국","- 간질환","2005","여자",5.7
"한국","사망의 외부요인","2005","합계",59.4
"한국","사망의 외부요인","2005","남자",87.6
"한국","사망의 외부요인","2005","여자",35.3
