"국가별","항목","시점","성별",데이터
"아시아","총사망자","2000","합계",
"아시아","총사망자","2000","남자",
"아시아","총사망자","2000","여자",
"아시아","특정감염성 및 기생충성질환","2000","합계",
"아시아","특정감염성 및 기생충성질환","2000","남자",
"아시아","특정감염성 및 기생충성질환","2000","여자",
"아시아","- 호흡기결핵","2000","합계",
"아시아","- 호흡기결핵","2000","남자",
"아시아","- 호흡기결핵","2000","여자",
"아시아","악성신생물(암)","2000","합계",
"아시아","악성신생물(암)","2000","남자",
"아시아","악성신생물(암)","2000","여자",
"아시아","- 위","2000","합계",
"아시아","- 위","2000","남자",
"아시아","- 위","2000","여자",
"아시아","- 간 및 간내 쓸개관","2000","합계",
"아시아","- 간 및 간내 쓸개관","2000","남자",
"아시아","- 간 및 간내 쓸개관","2000","여자",
"아시아","- 기관·기관지 및 폐","2000","합계",
"아시아","- 기관·기관지 및 폐","2000","남자",
"아시아","- 기관·기관지 및 폐","2000","여자",
"아시아","- 유방","2000","합계",
"아시아","- 유방","2000","남자",
"아시아","- 유방","2000","여자",
"아시아","당뇨병","2000","합계",
"아시아","당뇨병","2000","남자",
"아시아","당뇨병","2000","여자",
"아시아","순환기계통의 질환","2000","합계",
"아시아","순환기계통의 질환","2000","남자",
"아시아","순환기계통의 질환","2000","여자",
"아시아","- 고혈압성질환","2000","합계",
"아시아","- 고혈압성질환","2000","남자",
"아시아","- 고혈압성질환","2000","여자",
"아시아","- 허혈성심질환","2000","합계",
"아시아","- 허혈성심질환","2000","남자",
"아시아","- 허혈성심질환","2000","여자",
"아시아","- 뇌혈관질환","2000","합계",
"아시아","- 뇌혈관질환","2000","남자",
"아시아","- 뇌혈관질환","2000","여자",
"아시아","호흡기계통의 질환","2000","합계",
"아시아","호흡기계통의 질환","2000","남자",
"아시아","호흡기계통의 질환","2000","여자",
"아시아","소화기계통의 질환","2000","합계",
"아시아","소화기계통의 질환","2000","남자",
"아시아","소화기계통의 질환","2000","여자",
"아시아","- 간질환","2000","합계",
"아시아","- 간질환","2000","남자",
"아시아","- 간질환","2000","여자",
"아시아","사망의 외부요인","2000","합계",
"아시아","사망의 외부요인","2000","남자",
"아시아","사망의 외부요인","2000","여자",
"아시아","- 운수사고","2000","합계",
"아시아","- 운수사고","2000","남자",
"아시아","- 운수사고","2000","여자",
"아시아","- 고의적 자해(자살)","2000","합계",
"아시아","- 고의적 자해(자살)","2000","남자",
"아시아","- 고의적 자해(자살)","2000","여자",
"한국","총사망자","2000","합계",611.8
"한국","총사망자","2000","남자",831.3
"한국","총사망자","2000","여자",455.1
"한국","특정감염성 및 기생충성질환","2000","합계",15.0
"한국","특정감염성 및 기생충성질환","2000","남자",23.9
"한국","특정감염성 및 기생충성질환","2000","여자",9.2
"한국","- 호흡기결핵","2000","합계",8.4
"한국","- 호흡기결핵","2000","남자",15.2
"한국","- 호흡기결핵","2000","여자",4.1
"한국","악성신생물(암)","2000","합계",134.6
"한국","악성신생물(암)","2000","남자",210.7
"한국","악성신생물(암)","2000","여자",83.7
"한국","- 위","2000","합계",26.9
"한국","- 위","2000","남자",42.8
"한국","- 위","2000","여자",16.3
"한국","- 간 및 간내 쓸개관","2000","합계",22.5
"한국","- 간 및 간내 쓸개관","2000","남자",38.8
"한국","- 간 및 간내 쓸개관","2000","여자",9.5
"한국","- 기관·기관지 및 폐","2000","합계",27.5
"한국","- 기관·기관지 및 폐","2000","남자",51.4
"한국","- 기관·기관지 및 폐","2000","여자",12.0
"한국","- 유방","2000","여자",4.5
