"국가별","항목","시점","성별",데이터
"아시아","총사망자","2013","합계",
"아시아","총사망자","2013","남자",
"아시아","총사망자","2013","여자",
"아시아","특정감염성 및 기생충성질환","2013","합계",
"아시아","특정감염성 및 기생충성질환","2013","남자",
"아시아","특정감염성 및 기생충성질환","2013","여자",
"아시아","- 호흡기결핵","2013","합계",
"아시아","- 호흡기결핵","2013","남자",
"아시아","- 호흡기결핵","2013","여자",
"아시아","악성신생물(암)","2013","합계",
"아시아","악성신생물(암)","2013","남자",
"아시아","악성신생물(암)","2013","여자",
"아시아","- 위","2013","합계",
"아시아","- 위","2013","남자",
"아시아","- 위","2013","여자",
"아시아","- 간 및 간내 쓸개관","2013","합계",
"아시아","- 간 및 간내 쓸개관","2013","남자",
"아시아","- 간 및 간내 쓸개관","2013","여자",
"아시아","- 기관·기관지 및 폐","2013","합계",
"아시아","- 기관·기관지 및 폐","2013","남자",
"아시아","- 기관·기관지 및 폐","2013","여자",
"아시아","- 유방","2013","합계",
"아시아","- 유방","2013","남자",
"아시아","- 유방","2013","여자",
"아시아","당뇨병","2013","합계",
"아시아","당뇨병","2013","남자",
"아시아","당뇨병","2013","여자",
"아시아","순환기계통의 질환","2013","합계",
"아시아","순환기계통의 질환","2013","남자",
"아시아","순환기계통의 질환","2013","여자",
"아시아","- 고혈압성질환","2013","합계",
"아시아","- 고혈압성질환","2013","남자",
"아시아","- 고혈압성질환","2013","여자",
"아시아","- 허혈성심질환","2013","합계",
"아시아","- 허혈성심질환","2013","남자",
"아시아","- 허혈성심질환","2013","여자",
"아시아","- 뇌혈관질환","2013","합계",
"아시아","- 뇌혈관질환","2013","남자",
"아시아","- 뇌혈관질환","2013","여자",
"아시아","호흡기계통의 질환","2013","합계",
"아시아","호흡기계통의 질환","2013","남자",
"아시아","호흡기계통의 질환","2013","여자",
"아시아","소화기계통의 질환","2013","합계",
"아시아","소화기계통의 질환","2013","남자",
"아시아","소화기계통의 질환","2013","여자",
"아시아","- 간질환","2013","합계",
"아시아","- 간질환","2013","남자",
"아시아","- 간질환","2013","여자",
"아시아","사망의 외부요인","2013","합계",
"아시아","사망의 외부요인","2013","남자",
"아시아","사망의 외부요인","2013","여자",
"아시아","- 운수사고","2013","합계",
"아시아","- 운수사고","2013","남자",
"아시아","- 운수사고","2013","여자",
"아시아","- 고의적 자해(자살)","2013","합계",
"아시아","- 고의적 자해(자살)","2013","남자",
"아시아","- 고의적 자해(자살)","2013","여자",
"한국","총사망자","2013","합계",374.9
"한국","총사망자","2013","남자",516.0
"한국","총사망자","2013","여자",270.7
"한국","특정감염성 및 기생충성질환","2013","합계",9.3
"한국","특정감염성 및 기생충성질환","2013","남자",12.7
"한국","특정감염성 및 기생충성질환","2013","여자",6.8
"한국","- 호흡기결핵","2013","합계",3.4
"한국","- 호흡기결핵","2013","남자",5.8
"한국","- 호흡기결핵","2013","여자",1.8
"한국","악성신생물(암)","2013","합계",103.5
"한국","악성신생물(암)","2013","남자",155.7
"한국","악성신생물(암)","2013","여자",67.9
"한국","- 위","2013","합계",12.6
"한국","- 위","2013","남자",19.8
"한국","- 위","2013","여자",7.5
"한국","- 간 및 간내 쓸개관","2013","합계",15.6
"한국","- 간 및 간내 쓸개관","2013","남자",25.9
"한국","- 간 및 간내 쓸개관","2013","여자",7.1
"한국","- 기관·기관지 및 폐","2013","합계",23.2
"한국","- 기관·기관지 및 폐","2013","남자",41.6
"한국","- 기관·기관지 및 폐","2013","여자",10.7
"한국","- 유방","2013","여자",6.1
"한국","당뇨병","2013","합계",14.7
"한국","당뇨병","2013","남자",18.4
"한국","당뇨병","2013","여자",11.8
